sentence_id,FFD_avg,GD_avg,GPT_avg,TRT_avg,TRT_sum,nFix_avg,nFix_sum,reading_order_avg,subject
113,82.44,90.78,175.89,166.22,1496.0,1.56,14.0,4.89,YFR
114,109.78,120.41,401.19,249.22,6729.0,2.33,63.0,18.59,YFR
115,94.5,94.5,193.42,136.42,1637.0,1.42,17.0,7.25,YFR
116,97.31,97.31,207.08,171.15,2225.0,1.62,21.0,15.54,YFR
117,97.0,165.93,569.53,454.07,6811.0,3.53,53.0,18.67,YFR
118,127.25,127.25,195.5,150.25,601.0,1.25,5.0,2.75,YFR
119,121.71,128.35,665.65,353.12,6003.0,2.76,47.0,8.06,YFR
120,162.83,173.33,503.5,307.0,1842.0,2.17,13.0,6.5,YFR
121,144.17,164.08,203.75,164.08,1969.0,1.17,14.0,8.92,YFR
122,120.86,157.43,205.86,157.43,1102.0,1.43,10.0,4.86,YFR
123,83.11,90.22,216.22,186.33,1677.0,2.0,18.0,4.11,YFR
124,95.12,104.19,199.25,193.94,3103.0,1.81,29.0,9.75,YFR
125,102.42,114.75,209.5,195.08,2341.0,1.92,23.0,8.17,YFR
126,88.57,165.71,322.71,201.14,1408.0,1.57,11.0,6.71,YFR
127,172.5,172.5,362.0,362.0,724.0,2.5,5.0,8.5,YFR
128,126.93,129.96,319.67,240.96,6506.0,2.22,60.0,14.0,YFR
129,98.77,105.77,184.08,174.31,2266.0,1.69,22.0,9.08,YFR
130,115.56,131.56,261.22,204.56,1841.0,1.78,16.0,11.67,YFR
131,110.38,110.38,344.25,289.38,2315.0,2.5,20.0,3.5,YFR
132,125.64,131.36,182.0,169.36,1863.0,1.36,15.0,7.09,YFR
133,109.07,109.07,157.53,125.8,1887.0,1.2,18.0,11.0,YFR
134,105.59,110.64,554.5,332.82,7322.0,2.82,62.0,13.14,YFR
135,93.0,98.83,250.25,210.75,2529.0,2.0,24.0,5.92,YFR
136,98.29,105.18,294.82,260.35,4426.0,2.35,40.0,8.29,YFR
137,93.78,119.67,223.0,183.56,1652.0,1.56,14.0,4.0,YFR
138,110.15,121.77,148.0,148.0,1924.0,1.23,16.0,10.77,YFR
139,100.1,105.5,182.5,155.0,1550.0,1.6,16.0,5.7,YFR
140,111.89,111.89,160.89,146.78,1321.0,1.22,11.0,5.78,YFR
141,98.5,102.64,165.5,147.14,2060.0,1.5,21.0,12.07,YFR
142,102.88,111.5,176.0,158.0,1264.0,1.5,12.0,14.5,YFR
143,103.21,109.58,133.84,117.11,2225.0,1.16,22.0,11.95,YFR
144,118.25,171.25,415.88,245.62,1965.0,1.88,15.0,7.62,YFR
145,139.18,149.36,519.18,345.45,3800.0,2.45,27.0,5.45,YFR
146,99.54,99.54,590.71,330.71,7937.0,3.0,72.0,11.5,YFR
147,102.85,108.15,179.54,140.31,1824.0,1.46,19.0,10.69,YFR
148,89.25,94.58,304.0,155.5,1866.0,1.67,20.0,10.58,YFR
149,118.6,122.6,202.87,162.73,2441.0,1.33,20.0,10.8,YFR
150,111.25,111.25,178.75,138.5,554.0,1.25,5.0,1.5,YFR
151,102.8,102.8,400.04,223.6,5590.0,2.04,51.0,13.6,YFR
152,111.8,111.8,261.5,153.1,1531.0,1.4,14.0,5.6,YFR
153,88.94,92.44,139.94,135.31,2165.0,1.38,22.0,14.12,YFR
154,113.0,145.0,212.5,184.75,739.0,1.75,7.0,2.75,YFR
155,117.4,117.4,299.9,183.5,1835.0,1.6,16.0,5.9,YFR
156,124.14,180.86,251.43,180.86,1266.0,1.14,8.0,4.86,YFR
157,114.71,119.79,292.0,273.64,3831.0,2.36,33.0,9.14,YFR
158,121.12,121.12,272.38,239.75,1918.0,1.88,15.0,4.38,YFR
159,103.06,106.06,149.39,149.39,2689.0,1.44,26.0,12.0,YFR
160,103.0,103.0,261.0,175.5,702.0,1.75,7.0,7.0,YFR
161,123.13,123.13,169.67,157.2,2358.0,1.47,22.0,9.4,YFR
162,91.38,91.38,113.54,99.08,1288.0,1.08,14.0,8.46,YFR
163,124.25,124.25,220.5,181.25,725.0,1.5,6.0,2.25,YFR
164,131.67,131.67,297.0,153.33,920.0,1.17,7.0,6.67,YFR
165,120.39,120.39,475.87,436.1,13519.0,2.55,79.0,18.23,YFR
166,113.33,123.5,178.58,142.58,1711.0,1.17,14.0,7.25,YFR
167,115.32,124.14,146.86,124.14,2731.0,1.05,23.0,14.5,YFR
168,99.95,126.45,152.82,141.77,3119.0,1.32,29.0,14.95,YFR
169,118.38,132.29,184.95,168.0,3528.0,1.48,31.0,15.19,YFR
170,104.74,122.21,189.21,154.58,2937.0,1.47,28.0,11.74,YFR
171,102.63,108.05,204.37,181.37,3446.0,1.74,33.0,9.74,YFR
172,96.44,111.11,115.94,115.94,2087.0,1.22,22.0,14.83,YFR
173,152.5,167.17,199.11,189.5,3411.0,1.28,23.0,12.11,YFR
174,109.32,115.36,180.09,166.68,3667.0,1.45,32.0,14.09,YFR
175,108.11,115.56,240.72,185.56,3340.0,1.72,31.0,14.44,YFR
176,182.25,213.75,294.0,213.75,855.0,1.25,5.0,2.25,YFR
177,121.2,208.0,915.4,915.4,4577.0,6.2,31.0,2.0,YFR
178,94.55,118.3,372.7,317.45,6349.0,2.75,55.0,11.85,YFR
179,114.9,132.5,293.0,227.4,2274.0,2.0,20.0,4.8,YFR
180,104.69,116.12,224.94,181.19,2899.0,1.56,25.0,10.06,YFR
181,129.53,145.0,161.27,145.0,2175.0,1.13,17.0,8.73,YFR
182,111.06,115.53,438.18,289.35,4919.0,2.59,44.0,9.59,YFR
183,91.5,110.0,174.71,169.07,2367.0,1.5,21.0,11.36,YFR
184,101.25,110.38,245.0,245.0,1960.0,2.12,17.0,6.38,YFR
185,104.0,141.4,321.6,285.0,1425.0,2.4,12.0,9.8,YFR
186,104.95,130.41,270.18,195.23,4295.0,1.73,38.0,20.59,YFR
187,117.89,117.89,270.33,210.0,1890.0,1.78,16.0,4.89,YFR
188,119.0,119.0,155.29,129.0,903.0,1.14,8.0,4.71,YFR
189,107.27,167.53,233.87,233.87,3508.0,1.93,29.0,10.33,YFR
190,114.68,149.53,322.74,301.11,5721.0,2.63,50.0,10.79,YFR
191,99.67,99.67,108.44,108.44,976.0,1.11,10.0,8.22,YFR
192,119.15,126.85,203.31,192.08,2497.0,1.69,22.0,9.23,YFR
193,108.5,132.83,182.17,148.83,893.0,1.5,9.0,5.83,YFR
194,141.09,154.73,345.27,334.09,3675.0,2.27,25.0,6.91,YFR
195,133.64,154.07,215.36,192.86,2700.0,1.64,23.0,8.57,YFR
196,120.44,120.44,303.11,284.78,2563.0,2.33,21.0,11.67,YFR
197,184.0,184.0,184.0,184.0,736.0,1.0,4.0,6.5,YFR
198,106.53,106.53,202.07,156.33,2345.0,1.4,21.0,7.73,YFR
199,113.95,134.55,428.55,272.15,5443.0,2.25,45.0,10.85,YFR
200,95.77,138.0,186.0,186.0,2418.0,1.77,23.0,7.46,YFR
201,91.82,105.35,128.06,122.47,2082.0,1.24,21.0,12.71,YFR
202,101.57,109.71,201.43,173.86,1217.0,1.71,12.0,3.57,YFR
203,106.38,116.46,169.92,155.0,3720.0,1.46,35.0,16.12,YFR
204,111.93,125.07,224.13,210.93,3164.0,1.6,24.0,7.2,YFR
205,98.47,117.12,271.0,195.35,3321.0,1.71,29.0,9.12,YFR
206,111.36,149.71,299.46,245.14,6864.0,2.07,58.0,19.14,YFR
207,115.18,125.45,181.18,161.18,1773.0,1.45,16.0,9.73,YFR
208,91.17,122.58,170.33,139.67,1676.0,1.33,16.0,8.42,YFR
209,87.71,87.71,288.71,246.0,1722.0,2.14,15.0,3.86,YFR
210,106.27,111.27,191.0,152.64,1679.0,1.36,15.0,8.45,YFR
211,118.0,124.73,305.0,168.36,1852.0,1.64,18.0,7.73,YFR
212,104.71,104.71,116.86,104.71,2199.0,1.0,21.0,14.81,YFR
213,122.94,133.59,222.59,197.35,3355.0,1.71,29.0,9.71,YFR
214,154.27,219.2,445.07,308.0,4620.0,2.07,31.0,10.2,YFR
215,122.56,156.56,266.33,193.44,1741.0,1.33,12.0,4.56,YFR
216,293.6,303.1,420.3,361.6,3616.0,1.5,15.0,7.0,YFR
217,144.23,171.77,266.31,215.62,2803.0,1.69,22.0,7.15,YFR
218,105.95,135.65,282.3,243.4,4868.0,2.25,45.0,11.35,YFR
219,109.14,109.14,243.0,227.71,1594.0,1.86,13.0,5.0,YFR
220,122.33,139.5,207.5,154.67,928.0,1.33,8.0,2.83,YFR
221,130.22,132.91,351.7,298.96,6876.0,2.39,55.0,11.26,YFR
222,90.47,104.8,153.67,128.07,1921.0,1.4,21.0,14.07,YFR
223,104.46,119.38,137.69,124.08,1613.0,1.23,16.0,7.92,YFR
224,150.82,186.64,238.27,196.27,2159.0,1.27,14.0,6.09,YFR
225,126.28,142.89,316.94,245.06,4411.0,1.89,34.0,9.67,YFR
226,120.5,137.6,163.0,137.6,1376.0,1.2,12.0,6.3,YFR
227,120.8,133.6,205.0,133.6,668.0,1.2,6.0,2.4,YFR
228,101.69,118.94,174.44,152.88,2446.0,1.44,23.0,8.94,YFR
229,110.57,110.57,121.71,110.57,774.0,1.0,7.0,5.86,YFR
230,124.8,147.0,201.4,147.0,735.0,1.2,6.0,3.4,YFR
231,101.67,101.67,285.67,216.67,650.0,1.67,5.0,1.33,YFR
232,126.0,126.0,199.33,156.33,938.0,1.17,7.0,6.0,YFR
233,117.5,141.75,289.88,189.88,1519.0,1.75,14.0,11.5,YFR
234,114.35,114.35,208.1,172.45,3449.0,1.55,31.0,16.85,YFR
235,109.55,124.91,293.91,236.55,2602.0,1.82,20.0,13.0,YFR
236,99.94,123.44,157.06,146.56,2345.0,1.38,22.0,12.75,YFR
237,100.1,110.07,183.45,156.41,4536.0,1.59,46.0,24.24,YFR
238,117.06,134.88,248.81,218.12,3490.0,1.94,31.0,12.94,YFR
239,105.86,134.57,347.57,276.71,1937.0,2.29,16.0,10.86,YFR
240,122.0,134.79,382.71,351.57,4922.0,2.93,41.0,16.43,YFR
241,113.93,148.13,302.73,280.4,4206.0,2.67,40.0,8.33,YFR
242,106.0,106.0,163.7,113.8,1138.0,1.1,11.0,5.0,YFR
243,96.29,117.86,218.14,160.71,1125.0,1.71,12.0,6.57,YFR
244,98.67,98.67,186.83,98.67,592.0,1.0,6.0,6.67,YFR
245,88.4,88.4,228.7,157.2,1572.0,1.7,17.0,9.7,YFR
246,95.5,95.5,355.5,355.5,1422.0,3.5,14.0,13.5,YFR
247,124.82,140.35,210.0,148.94,2532.0,1.24,21.0,15.88,YFR
248,110.06,120.24,174.41,130.06,2211.0,1.24,21.0,12.82,YFR
249,92.41,98.0,150.59,128.22,3462.0,1.3,35.0,19.33,YFR
250,95.0,106.38,251.62,138.5,1108.0,1.5,12.0,6.62,YFR
251,107.75,176.08,312.58,184.0,2208.0,1.58,19.0,6.83,YFR
252,103.5,111.6,199.2,144.8,1448.0,1.3,13.0,5.2,YFR
253,114.08,118.62,212.62,146.08,1899.0,1.23,16.0,7.85,YFR
254,100.39,107.93,233.71,140.57,3936.0,1.43,40.0,15.71,YFR
255,117.23,148.31,435.31,278.08,3615.0,2.23,29.0,10.08,YFR
256,117.38,117.38,174.85,164.69,2141.0,1.46,19.0,9.31,YFR
257,108.38,158.62,250.77,225.46,2931.0,1.85,24.0,7.69,YFR
258,101.86,110.14,154.0,130.29,912.0,1.29,9.0,8.43,YFR
259,108.77,108.77,240.46,150.62,1958.0,1.46,19.0,8.69,YFR
260,101.2,107.3,209.7,150.3,1503.0,1.4,14.0,7.6,YFR
261,89.68,94.76,144.84,135.52,3388.0,1.44,36.0,16.16,YFR
262,110.67,117.5,159.5,136.83,2463.0,1.28,23.0,14.56,YFR
263,123.0,289.0,609.33,352.0,1056.0,2.0,6.0,6.33,YFR
264,108.35,123.3,296.09,237.57,5464.0,2.0,46.0,12.74,YFR
265,149.59,186.24,558.24,325.82,5539.0,1.82,31.0,10.65,YFR
266,119.08,125.08,259.38,225.46,2931.0,1.85,24.0,8.0,YFR
267,101.75,101.75,147.75,114.75,459.0,1.25,5.0,1.5,YFR
268,114.36,148.64,251.0,208.27,2291.0,1.45,16.0,7.55,YFR
269,112.82,112.82,132.73,121.91,1341.0,1.09,12.0,8.55,YFR
270,106.75,106.75,106.75,106.75,854.0,1.0,8.0,4.75,YFR
271,142.82,142.82,194.18,157.64,1734.0,1.18,13.0,8.18,YFR
272,107.62,117.15,172.23,145.85,1896.0,1.38,18.0,7.85,YFR
273,105.0,105.0,247.29,247.29,1731.0,2.0,14.0,4.14,YFR
274,107.09,153.55,199.36,153.55,1689.0,1.27,14.0,8.36,YFR
275,120.0,143.83,344.67,265.33,1592.0,2.17,13.0,4.83,YFR
276,90.67,90.67,133.67,123.56,1112.0,1.11,10.0,7.22,YFR
277,97.0,109.18,124.64,109.18,1201.0,1.09,12.0,8.82,YFR
278,119.65,149.18,265.53,246.59,4192.0,2.0,34.0,9.65,YFR
279,101.78,109.89,196.11,149.44,1345.0,1.33,12.0,7.44,YFR
280,112.0,112.0,141.67,141.67,850.0,1.17,7.0,4.33,YFR
281,130.62,137.5,518.38,240.0,1920.0,1.5,12.0,5.12,YFR
282,127.45,127.45,564.73,387.64,4264.0,2.27,25.0,8.09,YFR
283,117.96,128.82,225.75,173.75,4865.0,1.43,40.0,21.04,YFR
284,96.6,103.8,207.3,170.0,1700.0,1.6,16.0,6.1,YFR
285,160.8,192.2,246.0,192.2,961.0,1.2,6.0,4.0,YFR
286,113.46,122.89,156.39,134.57,3768.0,1.29,36.0,17.61,YFR
287,144.11,189.44,386.89,343.67,3093.0,2.44,22.0,7.11,YFR
288,112.2,117.45,199.3,181.6,3632.0,1.65,33.0,13.85,YFR
289,132.31,148.54,244.92,215.54,2802.0,1.77,23.0,7.31,YFR
290,87.0,121.67,148.33,148.33,1335.0,1.78,16.0,5.44,YFR
291,136.6,159.4,184.6,159.4,1594.0,1.2,12.0,6.4,YFR
292,106.38,106.38,173.62,158.75,1270.0,1.38,11.0,7.62,YFR
293,112.22,112.22,180.0,112.22,1010.0,1.0,9.0,4.56,YFR
294,120.55,120.55,142.82,120.55,1326.0,1.0,11.0,8.18,YFR
295,102.6,102.6,154.6,124.8,1248.0,1.2,12.0,6.0,YFR
296,98.78,105.67,117.22,117.22,1055.0,1.22,11.0,7.56,YFR
297,114.4,114.4,187.7,137.1,1371.0,1.2,12.0,4.5,YFR
298,124.0,258.0,318.67,318.67,956.0,3.0,9.0,4.67,YFR
299,95.5,105.62,132.25,124.38,995.0,1.38,11.0,6.38,YFR
300,89.14,98.95,134.32,129.59,2851.0,1.36,30.0,17.32,YFR
301,85.43,85.43,122.57,108.86,762.0,1.14,8.0,11.14,YFR
302,93.89,93.89,129.0,121.89,1097.0,1.33,12.0,8.33,YFR
303,86.5,121.5,158.2,150.4,1504.0,1.4,14.0,7.9,YFR
304,98.53,121.13,158.27,135.33,2030.0,1.33,20.0,10.27,YFR
305,141.5,155.88,198.75,155.88,1247.0,1.12,9.0,5.75,YFR
306,99.75,118.81,254.94,230.81,3693.0,2.19,35.0,10.94,YFR
307,94.67,94.67,143.5,136.5,1638.0,1.33,16.0,12.25,YFR
308,121.12,130.12,198.5,170.0,1360.0,1.5,12.0,7.38,YFR
309,110.47,112.16,281.56,189.28,6057.0,1.66,53.0,25.28,YFR
310,95.47,102.63,122.89,114.63,2178.0,1.16,22.0,14.11,YFR
311,123.56,149.56,246.33,236.67,2130.0,2.0,18.0,5.11,YFR
312,99.6,134.53,305.27,280.27,4204.0,2.4,36.0,9.6,YFR
313,95.8,95.8,152.2,152.2,761.0,1.2,6.0,5.8,YFR
314,98.5,129.71,142.36,129.71,1816.0,1.29,18.0,8.93,YFR
315,92.47,99.95,126.21,113.68,2160.0,1.26,24.0,16.89,YFR
316,102.32,110.29,195.21,172.0,4816.0,1.71,48.0,17.96,YFR
317,110.31,116.12,298.0,234.77,6104.0,2.15,56.0,16.96,YFR
318,85.92,96.0,149.0,134.77,1752.0,1.38,18.0,11.92,YFR
319,93.09,93.09,98.36,93.09,1024.0,1.0,11.0,11.09,YFR
320,91.88,99.38,138.88,115.75,926.0,1.38,11.0,4.0,YFR
321,100.95,118.21,172.37,152.16,2891.0,1.42,27.0,10.47,YFR
322,112.35,123.12,234.41,178.53,3035.0,1.65,28.0,13.18,YFR
323,107.75,107.75,206.0,172.75,691.0,1.5,6.0,3.5,YFR
324,103.69,103.69,152.46,118.77,1544.0,1.15,15.0,7.23,YFR
325,104.83,104.83,261.83,248.83,1493.0,2.17,13.0,3.67,YFR
326,96.91,108.73,310.64,269.73,2967.0,2.45,27.0,8.0,YFR
327,111.88,116.59,174.0,141.18,2400.0,1.35,23.0,12.12,YFR
328,104.48,127.67,230.48,177.24,3722.0,1.67,35.0,12.14,YFR
329,106.31,116.38,201.46,185.92,2417.0,1.69,22.0,8.31,YFR
330,102.67,102.67,164.29,161.1,3383.0,1.57,33.0,15.62,YFR
331,111.17,125.72,184.78,155.94,2807.0,1.5,27.0,11.78,YFR
332,113.25,124.62,124.62,124.62,997.0,1.12,9.0,7.0,YFR
333,110.54,129.77,191.23,169.77,2207.0,1.38,18.0,10.0,YFR
334,108.6,108.6,248.87,186.8,2802.0,1.67,25.0,8.53,YFR
335,111.71,122.21,165.43,149.29,2090.0,1.43,20.0,10.93,YFR
336,104.0,118.46,157.08,152.62,1984.0,1.23,16.0,12.15,YFR
337,129.23,144.69,261.62,193.62,2517.0,1.46,19.0,6.69,YFR
338,112.0,140.77,241.08,236.15,3070.0,1.77,23.0,9.08,YFR
339,106.62,122.62,267.46,228.0,2964.0,1.77,23.0,7.62,YFR
340,110.4,116.1,147.23,127.13,3814.0,1.17,35.0,19.63,YFR
341,109.93,124.14,140.21,124.14,1738.0,1.14,16.0,8.79,YFR
342,110.31,121.12,185.44,166.94,2671.0,1.44,23.0,8.06,YFR
343,105.21,110.14,250.79,152.93,2141.0,1.36,19.0,9.43,YFR
344,108.0,118.29,189.86,171.0,1197.0,1.57,11.0,6.0,YFR
345,90.43,95.1,150.52,131.71,2766.0,1.48,31.0,11.81,YFR
346,101.38,112.69,156.85,136.77,1778.0,1.38,18.0,8.15,YFR
347,90.67,90.67,121.08,115.75,1389.0,1.17,14.0,9.67,YFR
348,99.6,99.6,115.0,99.6,996.0,1.0,10.0,7.6,YFR
0,102.53,106.89,298.53,258.21,4906.0,2.32,44.0,11.05,YFS
1,118.09,118.09,334.36,204.82,2253.0,1.91,21.0,8.0,YFS
2,106.62,155.88,185.25,155.88,1247.0,1.25,10.0,7.25,YFS
3,102.35,122.91,346.52,318.17,7318.0,2.96,68.0,13.22,YFS
4,89.17,89.17,208.61,163.0,2934.0,1.78,32.0,10.67,YFS
5,91.0,95.24,175.2,149.8,3745.0,1.52,38.0,17.2,YFS
6,94.08,101.69,117.15,108.92,1416.0,1.15,15.0,10.77,YFS
7,94.38,127.54,253.62,223.62,5367.0,2.25,54.0,16.75,YFS
8,95.18,95.18,215.55,183.0,2013.0,1.73,19.0,6.55,YFS
9,106.46,118.69,211.54,139.62,1815.0,1.31,17.0,9.77,YFS
10,93.08,109.42,152.62,132.71,3185.0,1.33,32.0,21.71,YFS
11,103.76,106.33,194.33,135.67,2849.0,1.43,30.0,15.0,YFS
12,107.44,153.89,267.67,184.67,1662.0,1.33,12.0,4.22,YFS
13,97.0,129.93,285.86,233.43,3268.0,2.14,30.0,8.07,YFS
14,95.44,95.44,174.44,147.33,2652.0,1.56,28.0,14.61,YFS
15,106.38,121.0,320.62,268.38,8588.0,2.69,86.0,17.12,YFS
16,132.4,143.2,205.4,143.2,716.0,1.2,6.0,5.0,YFS
17,95.15,97.26,134.26,116.74,3152.0,1.22,33.0,21.96,YFS
18,98.4,98.4,115.6,105.0,1050.0,1.1,11.0,10.6,YFS
19,102.8,117.0,163.2,163.2,816.0,1.8,9.0,6.8,YFS
20,89.8,89.8,179.0,140.6,1406.0,1.3,13.0,10.8,YFS
21,81.0,81.0,129.21,97.0,1358.0,1.14,16.0,12.43,YFS
22,93.73,107.0,427.36,312.27,3435.0,3.0,33.0,7.27,YFS
23,103.29,112.86,275.93,252.79,3539.0,2.5,35.0,8.29,YFS
24,91.61,91.61,114.0,94.83,1707.0,1.06,19.0,14.22,YFS
25,103.62,103.62,362.23,276.08,3589.0,2.77,36.0,6.62,YFS
26,80.91,80.91,120.73,104.64,1151.0,1.18,13.0,8.73,YFS
27,103.23,135.62,223.46,174.85,2273.0,1.62,21.0,10.38,YFS
28,88.56,88.56,118.2,110.48,2762.0,1.24,31.0,26.0,YFS
29,82.07,86.64,263.57,193.29,2706.0,1.86,26.0,7.79,YFS
30,106.1,106.1,172.0,172.0,1720.0,1.7,17.0,7.6,YFS
31,103.51,107.6,156.54,129.4,4529.0,1.29,45.0,26.2,YFS
32,94.8,94.8,109.3,103.6,1036.0,1.1,11.0,10.1,YFS
33,103.74,134.84,370.68,271.32,5155.0,2.32,44.0,14.42,YFS
34,88.0,102.62,136.38,121.88,975.0,1.5,12.0,6.5,YFS
35,93.25,136.25,254.0,185.0,740.0,1.5,6.0,2.75,YFS
36,88.64,88.64,271.09,159.0,1749.0,1.55,17.0,7.09,YFS
37,105.82,105.82,227.36,206.09,2267.0,1.82,20.0,6.73,YFS
38,89.62,105.0,167.12,161.31,2581.0,1.62,26.0,13.69,YFS
39,125.5,125.5,298.83,223.5,1341.0,1.5,9.0,3.83,YFS
40,101.5,101.5,186.33,120.67,1448.0,1.17,14.0,8.58,YFS
41,111.1,127.1,148.7,127.1,1271.0,1.1,11.0,12.4,YFS
42,98.14,106.71,150.43,150.43,1053.0,1.57,11.0,7.86,YFS
43,103.2,103.2,219.0,196.4,982.0,1.6,8.0,3.0,YFS
44,105.07,119.5,231.93,179.21,2509.0,1.79,25.0,9.79,YFS
45,96.31,107.12,207.38,163.88,2622.0,1.88,30.0,13.0,YFS
46,100.4,107.4,131.1,113.2,1132.0,1.2,12.0,9.7,YFS
47,82.53,82.53,114.24,92.06,1565.0,1.12,19.0,14.35,YFS
48,94.92,110.31,150.46,126.0,1638.0,1.31,17.0,9.46,YFS
49,106.07,111.29,132.93,124.07,1737.0,1.21,17.0,11.71,YFS
50,96.82,120.82,317.06,281.24,4781.0,2.47,42.0,11.76,YFS
51,87.36,87.36,144.29,131.57,1842.0,1.5,21.0,8.36,YFS
52,111.89,130.22,209.22,185.22,1667.0,1.56,14.0,6.33,YFS
53,101.88,109.62,221.5,119.0,952.0,1.25,10.0,5.38,YFS
54,95.5,129.8,180.1,136.3,2726.0,1.3,26.0,12.85,YFS
55,85.56,85.56,129.5,104.11,1874.0,1.17,21.0,22.67,YFS
56,95.8,101.2,151.6,144.93,2174.0,1.67,25.0,11.53,YFS
57,83.5,94.0,155.0,125.2,1252.0,1.3,13.0,6.8,YFS
58,99.67,212.33,212.33,212.33,637.0,2.0,6.0,6.0,YFS
59,107.5,116.5,346.0,215.88,1727.0,1.75,14.0,3.75,YFS
60,91.19,95.62,433.88,269.88,4318.0,2.5,40.0,8.0,YFS
61,90.54,90.54,109.62,90.54,1177.0,1.0,13.0,13.31,YFS
62,124.83,124.83,177.83,124.83,749.0,1.0,6.0,4.0,YFS
63,102.9,148.3,246.9,200.9,2009.0,1.8,18.0,4.9,YFS
64,112.43,120.29,161.86,144.14,1009.0,1.29,9.0,4.14,YFS
65,92.3,116.0,137.6,137.6,1376.0,1.4,14.0,7.9,YFS
66,96.71,114.57,187.43,187.43,1312.0,1.57,11.0,6.86,YFS
67,87.92,94.92,151.17,133.42,1601.0,1.42,17.0,8.42,YFS
68,103.25,103.25,185.5,185.5,742.0,1.5,6.0,3.0,YFS
69,90.35,118.35,136.8,136.8,2736.0,1.45,29.0,12.45,YFS
70,89.06,89.06,195.88,167.38,2678.0,1.75,28.0,9.81,YFS
71,163.75,182.25,182.25,182.25,729.0,1.25,5.0,5.25,YFS
72,84.22,105.33,295.56,243.89,2195.0,2.33,21.0,6.0,YFS
73,97.55,97.55,354.09,318.55,3504.0,2.73,30.0,5.45,YFS
74,92.47,107.4,191.2,134.73,2021.0,1.6,24.0,8.87,YFS
75,115.33,151.5,314.83,238.67,1432.0,2.0,12.0,3.5,YFS
76,103.33,103.33,173.83,173.83,1043.0,1.67,10.0,4.67,YFS
77,126.67,198.67,373.0,237.0,711.0,1.67,5.0,2.67,YFS
78,97.75,102.08,152.75,137.83,1654.0,1.42,17.0,11.0,YFS
79,94.33,94.33,272.67,240.0,720.0,2.0,6.0,1.0,YFS
80,100.08,108.5,243.83,191.75,2301.0,1.92,23.0,10.42,YFS
81,96.67,102.92,246.67,193.42,2321.0,2.08,25.0,9.92,YFS
82,105.8,164.6,164.6,164.6,823.0,1.4,7.0,6.6,YFS
83,87.0,97.94,102.62,97.94,1567.0,1.12,18.0,12.94,YFS
84,101.69,108.46,143.46,108.46,1410.0,1.08,14.0,12.23,YFS
85,82.0,155.33,269.0,182.33,547.0,2.0,6.0,2.67,YFS
86,97.2,105.3,232.1,203.3,2033.0,2.2,22.0,6.1,YFS
87,84.55,84.55,165.36,109.09,1200.0,1.27,14.0,8.18,YFS
88,79.53,87.33,131.8,127.8,1917.0,1.4,21.0,10.27,YFS
89,80.94,91.81,95.69,91.81,1469.0,1.12,18.0,12.88,YFS
90,93.58,98.33,112.75,98.33,1180.0,1.08,13.0,11.17,YFS
91,94.47,94.47,151.06,137.82,2343.0,1.47,25.0,15.65,YFS
92,97.71,97.71,125.71,97.71,684.0,1.0,7.0,6.14,YFS
93,74.23,74.23,104.08,89.38,1162.0,1.15,15.0,12.77,YFS
94,84.0,84.0,125.22,125.22,1127.0,1.33,12.0,10.0,YFS
95,95.57,95.57,95.57,95.57,669.0,1.0,7.0,7.57,YFS
96,98.8,98.8,143.1,114.1,1141.0,1.1,11.0,7.5,YFS
97,106.17,106.17,130.33,106.17,637.0,1.0,6.0,5.83,YFS
98,119.86,128.71,159.14,128.71,901.0,1.14,8.0,8.0,YFS
99,90.36,100.36,196.43,161.71,2264.0,1.64,23.0,9.93,YFS
100,93.9,93.9,211.6,191.7,1917.0,1.9,19.0,5.4,YFS
101,95.1,95.1,135.8,123.0,1230.0,1.2,12.0,5.0,YFS
102,110.55,110.55,218.5,181.09,3984.0,1.64,36.0,16.68,YFS
103,76.18,76.18,167.82,131.55,1447.0,1.45,16.0,7.91,YFS
104,109.2,123.2,178.3,152.3,1523.0,1.5,15.0,9.2,YFS
105,110.3,136.1,219.0,169.0,1690.0,1.5,15.0,5.3,YFS
106,91.0,131.89,188.33,156.67,1410.0,1.67,15.0,9.22,YFS
107,121.27,121.27,198.36,133.18,1465.0,1.18,13.0,7.64,YFS
108,109.0,130.0,194.0,194.0,582.0,1.67,5.0,4.0,YFS
109,98.2,114.0,192.8,178.9,1789.0,1.5,15.0,6.4,YFS
110,110.73,110.73,160.18,129.55,1425.0,1.18,13.0,5.45,YFS
111,94.14,94.14,163.86,163.86,1147.0,1.57,11.0,6.0,YFS
112,83.25,102.62,181.62,136.25,1090.0,1.38,11.0,6.0,YFS
113,129.0,157.0,217.4,157.0,785.0,1.2,6.0,4.6,YFS
114,100.43,104.64,224.61,176.96,4955.0,1.89,53.0,16.71,YFS
115,98.78,98.78,112.11,98.78,889.0,1.0,9.0,8.0,YFS
116,97.08,97.08,125.42,125.42,1505.0,1.17,14.0,14.25,YFS
117,111.64,122.43,162.07,145.07,2031.0,1.36,19.0,13.57,YFS
118,82.75,82.75,152.0,129.5,518.0,1.25,5.0,2.5,YFS
119,88.17,96.92,148.67,111.5,1338.0,1.17,14.0,8.83,YFS
120,91.0,116.5,116.5,116.5,699.0,1.17,7.0,7.17,YFS
121,92.64,92.64,99.73,92.64,1019.0,1.0,11.0,8.82,YFS
